word index,english,hiragana,kanji,date_added,rank,sample,is_active
490,seriousness,ほんき,本気,22/10/2020,2,1,1
491,to return;to go back,もどる,戻る,22/10/2020,2,1,1
492,to increase,ふえる,増える,15/11/2020,2,1,1
493,tourist,かんこうきゃく,観光客,15/11/2020,5,1,1
494,sightseeing (2),けんぶつ,見物,15/11/2020,3,1,1
495,right turn,うせつ,右折,15/11/2020,3,1,1
496,left turn,させつ,左折,15/11/2020,3,1,1
497,ahead,さきに,先に,15/11/2020,2,1,1
498,to be born,うまれる,生まれる,15/11/2020,2,1,1
499,to study,まなぶ,学ぶ,15/11/2020,2,1,1
500,to cry,なく,泣く,15/11/2020,2,1,1
501,one day,いちにち,一日,15/11/2020,1,1,1
502,two days,ふつか,二日,15/11/2020,1,1,1
503,three days,みっか,三日,15/11/2020,1,1,1
504,four days,よっか,四日,15/11/2020,1,1,1
505,five days,いつか,五日,15/11/2020,1,1,1
506,six days,むいか,六日,15/11/2020,1,1,1
507,seven days,なのか,七日,15/11/2020,1,1,1
508,eight days,ようか,八日,15/11/2020,1,1,1
509,nine days,ここのか,九日,15/11/2020,1,1,1
510,ten days,とおか,十日,15/11/2020,1,1,1
511,dirty,きたない,汚い,16/11/2020,2,1,1
512,to get depressed,おちこむ,落ち込む,16/11/2020,5,1,1
513,to have difficulty,こまる,困る,16/11/2020,1,1,1
514,to correct;to fix,なおす,直す,16/11/2020,2,1,1
515,to become lost; to lose one's way,みちにまよう,道に迷う,16/11/2020,3,1,1
516,to be found,みつける,見つける,17/11/2020,1,1,1
517,to go to pick up,むかえにいく,迎えに行く,17/11/2020,2,1,1
518,to translate,やくす,訳す,17/11/2020,2,1,1
519,to collect,あつめる,集める,17/11/2020,4,1,1
520,to laugh,わらう,笑う,17/11/2020,3,1,1
521,to oversleep,あさねぼうする,朝寝坊する,21/11/2020,5,1,1
522,to show someone around,あんないする,案内する,21/11/2020,5,1,1
523,to explain,説明する,説明する,21/11/2020,3,1,1
524,to come to pick up,むかえにくる,迎えにくる,21/11/2020,2,1,1
525,by the end of today,きょうじゅうに,今日中に,21/11/2020,2,1,1
526,the other day,このあいだ,この間,21/11/2020,1,1,1
527,guest; visitor,おきゃくさん,お客さん,22/11/2020,2,1,1
528,salary,きゅうりょう,給料,22/11/2020,4,1,1
529,overtime work,ざんぎょう,残業,22/11/2020,4,1,1
530,prime minister,しゅしょう,首相,22/11/2020,2,1,1
531,the difference,ちがい,違い,22/11/2020,3,1,1
532,the lowest; the worst,さいてい,最低,22/11/2020,3,1,1
533,hot water,おゆ,お湯,23/11/2020,2,1,1
534,lottery,たからくじ,宝くじ,23/11/2020,2,1,1
535,zoo,どうぶつえん,動物園,23/11/2020,5,1,1
536,secret,ひみつ,秘密,23/11/2020,5,1,1
537,dangerous,あぶない,危ない,23/11/2020,3,1,1
538,a few; a little,すくない,少ない,25/11/2020,1,1,1
539,to get crowded,こむ,込む,25/11/2020,1,1,1
540,to hit; to win,あたる,当たる,25/11/2020,1,1,1
541,to be sufficient,たりる,足りる,25/11/2020,1,1,1
542,to take off one's clothes,ぬぐ,脱ぐ,25/11/2020,2,1,1
543,to pray,おいのりする,お祈りする,03/12/2020,2,1,1
544,to get a full time job,しゅうしょくする,就職する,03/12/2020,5,1,1
545,to get divorced,りこんする,離婚する,03/12/2020,5,1,1
546,for example,たとえば,例えば,03/12/2020,3,1,1
547,compared with ,にくらべて,に比べて,03/12/2020,3,1,1
548,alarm clock,めざましどけい,目覚まし時計,17/12/2020,5,1,1
549,rent,やちん,家賃,17/12/2020,4,1,1
550,evening,ゆうがた,夕方,17/12/2020,2,1,1
551,refrigerator,れいぞうこ,冷蔵庫,17/12/2020,5,1,1
552,dark,くらい,暗い,17/12/2020,2,1,1
553,(something) opens,あく,開く,17/12/2020,1,1,1
554,to apologize,あやまる,謝る,17/12/2020,4,1,1
555,to press; to push,おす,押す,17/12/2020,2,1,1
556,to drop (something),おとす,落す,17/12/2020,3,1,1
557,to fall down,ころぶ,転ぶ,17/12/2020,2,1,1
558,entirely,まったく,全く,22/12/2020,1,1,1
559,(something) drops,おちる,落ちる,22/12/2020,3,1,1
560,to tidy up,かたづける,片付ける,22/12/2020,4,1,1
561,(something) goes off,きえる,消える,22/12/2020,3,1,1
562,(something) breaks,こわれる,壊れる,22/12/2020,5,1,1
563,to bloom,さく,咲く,28/12/2020,2,1,1
564,(something) closes,しまる,閉まる,28/12/2020,1,1,1
565,to be saved; to be helped,たすかる,助かる,28/12/2020,2,1,1
566,to ask (a favour),たのむ,頼む,28/12/2020,4,1,1
567,to make dirty,よごす,汚す,28/12/2020,2,1,1
568,to become dirty,よごれる,汚れる,28/12/2020,2,1,1
569,to place an order,ちゅうもんする,注文する,28/12/2020,3,1,1
570,to move (house); to change residence,ひっこす,引っ越す,28/12/2020,4,1,1
571,expression of gratitude,おれい,お礼,31/12/2020,1,4,4
572,keigo,けいご,敬語,31/12/2020,3,4,4
